Player,Year,Season type,Tm,Games,Minutes,Possessions,Years experience,On-ball PRF/g,On-ball PRF/36,On-ball PRF/75,On-ball Plays/g,On-ball Plays/36,On-ball Plays/75,On-ball rORTG,On-ball PC/g,On-ball PC/36,On-ball PC/75,Off-ball: Partner PRF/g,Off-ball: Partner PRF/36,Off-ball: Partner PRF/75,Off-ball: Partner Plays/g,Off-ball: Partner Plays/36,Off-ball: Partner Plays/75,Off-ball: Partner rORTG,Off-ball: Partner PC/g,Off-ball: Partner PC/36,Off-ball: Partner PC/75,Off-ball: Space PRF/g,Off-ball: Space PRF/36,Off-ball: Space PRF/75,Off-ball: Space Plays/g,Off-ball: Space Plays/36,Off-ball: Space Plays/75,Off-ball: Space rORTG,Off-ball: Space PC/g,Off-ball: Space PC/36,Off-ball: Space PC/75,Off-ball: Crash PRF/g,Off-ball: Crash PRF/36,Off-ball: Crash PRF/75,Off-ball: Crash Plays/g,Off-ball: Crash Plays/36,Off-ball: Crash Plays/75,Off-ball: Crash rORTG,Off-ball: Crash PC/g,Off-ball: Crash PC/36,Off-ball: Crash PC/75,Transition PRF/g,Transition PRF/36,Transition PRF/75,Transition Plays/g,Transition Plays/36,Transition Plays/75,Transition rORTG,Transition PC/g,Transition PC/36,Transition PC/75,Total PRF/g,Total PRF/36,Total PRF/75,Total Plays/g,Total Plays/36,Total Plays/75,Total rORTG,Total PC/g (ex. floor raising),Total PC/36 (ex. floor raising),Total PC/75 (ex. floor raising),Scoring PRF/g,Scoring PRF/36,Scoring PRF/75,Scoring Plays/g,Scoring Plays/36,Scoring Plays/75,Scoring rORTG,Scoring PC/g,Scoring PC/36,Scoring PC/75,Playmaking PRF/g,Playmaking PRF/36,Playmaking PRF/75,Playmaking Plays/g,Playmaking Plays/36,Playmaking Plays/75,Playmaking rORTG,Playmaking PC/g,Playmaking PC/36,Playmaking PC/75,% Playmaking,Floor raising PC/g,Floor raising PC/36,Floor raising PC/75,On-ball PC/g (floor raising adj.),On-ball PC/36 (floor raising adj.),On-ball PC/75 (floor raising adj.),Total PC/g (floor raising adj.),Total PC/36 (floor raising adj.),Total PC/75 (floor raising adj.),Half court PRF/g,Half court PRF/36,Half court PRF/75,Half court Plays/g,Half court Plays/36,Half court Plays/75,Half court rORTG,Half court PC/g,Half court PC/36,Half court PC/75,Half court PC/g (floor raising adj.),Half court PC/36 (floor raising adj.),Half court PC/75 (floor raising adj.),Off-ball PRF/g,Off-ball PRF/36,Off-ball PRF/75,Off-ball Plays/g,Off-ball Plays/36,Off-ball Plays/75,Off-ball rORTG,Off-ball PC/g,Off-ball PC/36,Off-ball PC/75,Total creation usage,On-ball creation usage,Off-ball creation usage,Transition creation usage,On-ball share,On-ball playmaking ratio,On-ball Scoring PC/g,On-ball Scoring PC/36,On-ball Scoring PC/75,On-ball Playmaking PC/g,On-ball Playmaking PC/36,On-ball Playmaking PC/75,Has data? All,Has data? Any category,Has data? ISO,Has data? PNRBH,Has data? Post-Up,Has data? Misc,Has data? On-ball,Has data? Passing,Has data? Roll and Pop,Has data? Handoff,Has data? Off-ball: Partner,Has data? Spot-Up,Has data? Off Screen,Has data? Off-ball: Space,Has data? Open Rim,Has data? Putbacks,Has data? Off-ball: Crash,Has data? Transition
LeBron James,2020-21,RS,LAL,45.0,1503.7016666666666,3066.0,,27.084524876835804,29.17927889096397,29.81417855816074,26.82440146368666,28.899037179032003,29.527839184586583,-2.6220772295770494,-0.7033565227496605,-0.7577550734384039,-0.7742427476451742,1.1777777777777778,1.2688687139847112,1.296477495107632,1.1555555555555554,1.2449277948529243,1.2720156555772992,-3.970114861438875,-0.045876882843293665,-0.04942506339763921,-0.05050048258190349,2.6,2.8010875384190794,2.8620352250489236,2.2,2.3701509940469134,2.4217221135029354,13.687391934887508,0.30112262256752514,0.3244118560038333,0.33147059724898803,2.511111111111111,2.7053238618919315,2.764187866927593,1.5777777777777777,1.6998052583568772,1.7367906066536203,35.56531354615342,0.5611416137281984,0.6045410698086267,0.6176950248965002,8.881657789830868,9.568577290614611,9.776775942817736,6.931154091868896,7.467218982152453,7.6296950619887545,13.2272473645991,0.9168008969530314,0.9877075260256041,1.0091986390138554,42.25507155555556,45.5231362958743,46.51365508806263,38.68888888888889,41.68114020844117,42.588062622309195,2.661828130069559,1.0298317276558007,1.109480315002021,1.1336210309322658,24.822222222222223,26.742006670206084,27.323874755381603,21.933333333333334,23.629687183073774,24.143835616438356,9.76568729844738,2.1419407474594587,2.3076013599002843,2.357811488152535,17.432849333333333,18.781129625668218,19.189780332681018,16.755555555555556,18.0514530253674,18.44422700587084,-6.199259790095358,-1.0387204181626442,-1.119056468929553,-1.1434055483688599,0.4330844342331993,1.309910981695742,1.1212454420051239,1.1307490818955375,0.6065544589460814,0.36349036856672,0.35650633425036327,2.3397427093515426,2.2307257570071446,2.2643701128278035,33.37341376572469,35.95455900525969,36.73687914524489,31.75773479701999,34.21392122628872,34.95836756032044,0.3559159096995032,0.11303083070276937,0.12177278897641691,0.12442239191841051,1.4229418123985114,1.2430182309815407,1.255171473813948,6.288888888888889,6.775280114295722,6.922700587084148,4.933333333333334,5.314884047256715,5.4305283757338545,16.548392299711416,0.81638735345243,0.8795278624148207,0.8986651395635847,0.5678408349641226,0.39370452246115445,0.07240704500978473,0.10172926749318341,0.42813388413380743,0.5211656647089584,0.4087524970539973,0.440365971459859,0.44994770957509483,-1.1121090198036578,-1.1981210448982629,-1.224190457220269,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Carmelo Anthony,2020-21,RS,POR,69.0,1690.1433333333334,3420.0,,9.531876912259415,14.008978873617652,14.423234801445167,9.245236246634514,13.587703707559397,13.989502215302226,1.3063105932684524,0.12077150046248133,0.17749761291377866,0.1827463493840178,0.8695652173913043,1.2779981185027698,1.3157894736842104,0.9710144927536232,1.4270978989947596,1.469298245614035,-24.693663466424496,-0.2397790510507886,-0.3524027525141805,-0.36282356409000904,3.2028985507246377,4.707293069818536,4.8464912280701755,3.0579710144927534,4.494293383401407,4.62719298245614,-0.4768197660644334,-0.014581010237622528,-0.021429679196983898,-0.022063370754297245,0.2898550724637681,0.4259993728342566,0.43859649122807015,0.30434782608695654,0.44729934147596945,0.4605263157894737,-0.3464185654255489,-0.0010543173730342792,-0.0015495279618989806,-0.0015953486565650277,2.2942901167260916,3.371913220346762,3.4716232029407963,1.7199811446698337,2.5278525667605307,2.6026030478556694,19.883467080127705,0.34199188468483005,0.5026247329459933,0.5174877202467822,16.188485869565216,23.792182655119976,24.495735197368422,15.29855072463768,22.484246898192062,23.14912280701754,1.3553506486855582,0.20734900648586596,0.3047403861867086,0.31375178612992877,12.956521739130435,19.04217196569127,19.605263157894736,12.579710144927537,18.48837278100674,19.035087719298247,0.5302324361227378,0.06670170355862846,0.0980313493961852,0.10093020933213519,3.2319641304347826,4.750010689428707,4.890472039473684,2.718840579710145,3.995874117185327,4.114035087719298,7.28618777431788,0.19809982992203395,0.2911468914034898,0.29975632159255133,0.17771883289124668,0.1706032720195083,0.26843742476315313,0.28803708453042587,0.2913747724819896,0.44593503767693177,0.47078343391444366,0.3779522785053743,0.5731778109498618,0.6017888706603547,13.894195752839126,20.420269434773214,21.024111994427624,13.578569579967848,19.956394331431532,20.546519759161875,-0.9915836672339892,-0.13464287819896406,-0.19788434675928473,-0.2037359341168535,0.03596039382054425,0.0705530780038684,0.08430115041357236,4.36231884057971,6.411290561155562,6.600877192982456,4.333333333333333,6.368690623872136,6.557017543859649,-5.894177969110278,-0.2554143786614454,-0.37538195967306337,-0.3864822835008713,0.3086549707602339,0.18652669620402967,0.08742690058479533,0.034701373971408926,0.20129931418606517,0.26950236767997393,-0.019875802464756166,-0.029211423876744757,-0.030075227413775774,0.14064730292723748,0.20670903679052344,0.21282157679779357,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True
Udonis Haslem,2020-21,RS,MIA,1.0,2.671666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dwight Howard,2020-21,RS,PHI,69.0,1195.535,2414.0,,2.779162564420766,5.774351909413929,5.957815356618668,3.3178348633146486,6.893567984604036,7.112591308058536,-43.894418921707576,-1.4563443340337956,-3.025891609814809,-3.122030624948174,1.4057971014492754,2.9208680632520165,3.013670256835128,1.2028985507246377,2.4992994768032717,2.5787075393537697,2.0381803376529914,0.024517241742782362,0.05094023051526838,0.05255871003268381,0.463768115942029,0.9635853404542735,0.9942004971002485,0.4057971014492754,0.8431371728974894,0.8699254349627175,5.686905527601624,0.02307729779316601,0.04794841449077138,0.04947183764690725,3.8260869565217392,7.949579058747756,8.202154101077051,3.246376811594203,6.745097383179915,6.95940347970174,10.099768592543468,0.32787654561300533,0.6812392270428763,0.7028836468712936,0.32081105876764,0.6665590467688672,0.6877370460325339,0.32274484683027926,0.6705769379620117,0.6918825941784156,-17.757204022616637,-0.05731046092413426,-0.11907571500252982,-0.12285900384523397,8.795625797101449,18.274943418636845,18.85557725766363,8.495652173913042,17.65167895544672,18.212510356255176,-13.397249398979763,-1.1381837098089762,-2.364839452768423,-2.4399754342425233,6.884057971014493,14.303219897368121,14.757663628831814,6.898550724637682,14.333331939257318,14.788732394366196,-10.146727980432809,-0.6999771766211618,-1.4543642024089347,-1.5005724478104856,1.9115678260869569,3.971723521268721,4.097913628831815,1.5971014492753624,3.3183470161894046,3.4237779618889808,-27.09440314883045,-0.43272510536248054,-0.8990863184435434,-0.9276522039150111,0.18799044694643469,-0.4114049446779935,-0.3135881833054215,-0.3038175628207562,-1.867749278711789,-3.3394797931202307,-3.4258481877689304,-1.5495886544869697,-2.6784276360738444,-2.7437929970632795,8.474814738333809,17.608384371867974,18.167840211631095,8.172907327082763,16.98110201748471,17.52062776207676,-13.225076531861871,-1.0808732488848418,-2.245763737765893,-2.3171164303972893,-1.4922781935628353,-2.5593519210713147,-2.6209339932180455,5.695652173913044,11.834032462454047,12.210024855012428,4.855072463768116,10.087534032880676,10.408036454018227,7.733583544859046,0.3754710851489537,0.7801278720489161,0.8049141945508845,0.24283347141673567,0.09483455077411382,0.1387738193869097,0.009225101255712208,0.10212693310524498,0.4714555544051828,-1.0181378008459814,-2.1154163594553212,-2.1826276385161365,-0.4382065331878143,-0.9104752503594881,-0.9394029864320377,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True
Andre Iguodala,2020-21,RS,MIA,63.0,1338.8633333333332,2627.0,,5.394157486026778,9.13756383771463,9.70209140520614,5.36675096652989,9.091137899628635,9.652797227580407,-10.824223543745635,-0.5809091216533248,-0.984045088925985,-1.0448403501377843,0.2222222222222222,0.37643872040711157,0.3996954701180054,0.25396825396825395,0.43021568046527037,0.45679482299200613,-27.80188847673265,-0.07060797073455911,-0.11960808369237096,-0.12699758725572585,2.5873015873015874,4.382822244739942,4.653597259231063,2.5555555555555554,4.329045284681783,4.596497906357062,-3.5919964790597425,-0.0917954655759712,-0.15549915420267146,-0.16510604295640044,0.38095238095238093,0.6453235206979056,0.6851922344880091,0.36507936507936506,0.6184350406688262,0.6566425580510088,-26.74039081741546,-0.09762364901596121,-0.16537194682668635,-0.17558878629631394,1.2014752123859207,2.035268061981384,2.161008899323744,1.1475347477558238,1.9438943043055492,2.0639899821645478,-14.529735247584544,-0.1667337607229583,-0.2824426959084717,-0.29989227994517625,9.786108888888888,16.57741638554097,17.60158526836696,9.688888888888888,16.412728209750064,17.426722497145033,-10.400263428124967,-1.0076699677027745,-1.7069669695561855,-1.812425046591401,3.888888888888889,6.587677607124452,6.994670727065094,4.2063492063492065,7.12544720770604,7.5656642558051015,-16.351001223536574,-0.6877802101963797,-1.1650819601144673,-1.2370618550353614,5.897220000000001,9.98973877841652,10.606914541301867,5.482539682539683,9.287281002044024,9.861058241339931,-4.605611637648906,-0.25250448565776695,-0.4277360946512954,-0.45416204595848836,0.5658584534731324,-0.19893872075229546,-0.10848740606245544,-0.06955431585041905,-0.7798478424056202,-1.0925324949884403,-1.1143946659882034,-1.20660868845507,-1.815454375618641,-1.88197936244182,8.58463367650297,14.542148323559589,15.440576369043217,8.541354141133064,14.468833905444514,15.362732514980484,-9.845467042867055,-0.8409362069798163,-1.4245242736477137,-1.5125327666462247,-1.0398749277321118,-1.5330116797101692,-1.5820870824966438,3.1904761904761907,5.404584485844959,5.738484963837077,3.1746031746031744,5.37769600581588,5.709935287400077,-8.190853187784484,-0.26002708532649155,-0.4404791847217288,-0.4676924165084403,0.23235629996193374,0.12870396303440543,0.07613247049866768,0.02751986642886064,0.13468352443894271,0.8964819573294316,-0.2610193641469298,-0.44216007948426667,-0.4694771585817447,-0.3198897575063949,-0.5418850094417184,-0.5753631915560397,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True
Anderson Varejao,2020-21,RS,CLE,5.0,35.93333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Trevor Ariza,2020-21,RS,MIA,30.0,840.9683333333334,1690.0,,3.598675605385692,4.6215410257023715,4.791136161016453,3.463747205544591,4.448261407371453,4.611497758861141,1.5802398281426482,0.05473551288819361,0.07029319841918237,0.07287272425942937,,,,,,,,,,,4.833333333333333,6.2071302724438695,6.43491124260355,4.766666666666667,6.121514682479126,6.346153846153846,-3.5373657543815846,-0.16861443429218886,-0.21654036402745722,-0.22448667287421595,1.4666666666666666,1.8835429792243465,1.9526627218934909,1.0666666666666667,1.3698494394358884,1.4201183431952662,6.734387067272363,0.0718334620509052,0.09225096349047343,0.09563626604410455,3.072368561280975,3.9456397044479914,4.090431516498339,2.5829194611220765,3.317072602430741,3.438798099127025,3.866102265502991,0.09985830780255825,0.12824141903095387,0.13294745121642368,12.971044166666667,16.65785398181858,17.26914164201183,11.88,15.256698131717208,15.81656804733728,0.4866401384635368,0.057812848449468185,0.07424521691315246,0.07696976864574166,8.6,11.04441110545185,11.449704142011834,7.9,10.14544741082205,10.51775147928994,-0.9343434103508212,-0.07381312941771488,-0.09479331933362382,-0.09827191786382158,4.371044166666667,5.613442876366729,5.819437499999999,3.98,5.111250720895159,5.298816568047338,5.785514661876,0.23026348354266482,0.29571215986263216,0.3065638094502934,0.335016835016835,-0.3958799949850379,-0.5579320251408735,-0.552378224420187,-0.3411444820968443,-0.4876388267216911,-0.47950550016075766,-0.3380671465355697,-0.48368680822772103,-0.47540845577444535,9.898675605385693,12.712214277370588,13.178710125513494,9.297080538877925,11.939625529286467,12.377769948210252,-0.452243682059837,-0.04204545935309006,-0.05399620211780142,-0.05597768257068203,-0.43792545433812796,-0.6119282272586749,-0.608355906990869,6.3,8.090673251668216,8.38757396449704,5.833333333333333,7.491364121915015,7.766272189349112,-1.6591023812791488,-0.09678097224128367,-0.1242894005369838,-0.1288504068301114,0.21088757396449706,0.06148663678481522,0.10355029585798817,0.04585064132169367,0.06590016899809559,0.9133885984751499,-0.07689046497898942,-0.09874533782759387,-0.10236896225013384,0.13162597786718302,0.16903853624677626,0.1752416865095632,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True
Chris Paul,2020-21,RS,PHX,70.0,2199.5333333333333,4432.0,,27.167953890892612,31.126258814771035,32.18225584999689,26.364768071321222,30.20605077125276,31.23082860434035,3.113911909557705,0.8209756529001387,0.9405898123730866,0.9725004913641084,0.35714285714285715,0.4091777043615312,0.4230595667870036,0.35714285714285715,0.4091777043615312,0.4230595667870036,-0.606449887598842,-0.00216589245571015,-0.0024814577281800283,-0.002565644267255931,1.8142857142857143,2.0786227381565787,2.1491425992779782,1.4428571428571428,1.653077925620586,1.7091606498194947,20.06035494864484,0.2894422642590184,0.3316132994571847,0.3428636929963553,,,,,,,,,,,5.894879109107386,6.753748683789263,6.982878006050039,4.809517642964488,5.510252687056577,5.697194861363619,6.731967959466174,0.3237751867292421,0.3709484453782727,0.3835333326553522,35.23426157142857,40.36780794107841,41.73733602211191,32.97428571428571,37.77855908829145,39.060243682310464,4.342860445381174,1.432027211432689,1.640670099480364,1.69633187274856,15.842857142857143,18.151122965477526,18.76692238267148,14.071428571428571,16.121601551844332,16.668546931407942,12.9895543339278,1.8278158598455547,2.094124193076167,2.1651699603314896,19.39140442857143,22.216684975600884,22.970413639440434,18.902857142857144,21.656957536447127,22.39169675090253,-1.3201194639462586,-0.2495402963848128,-0.2858977117372146,-0.29559714711648627,0.5732605493458106,1.2912956549842485,1.163200284381902,1.1814158981480631,2.112271307884387,2.1037900967549885,2.1539163895121716,2.7233228664169378,2.8038703838622663,2.8777477708966233,29.339382462321186,33.61405925728915,34.754458016061875,28.164768071321223,32.268306401234874,33.363048820946844,3.9348878069829545,1.108252024703447,1.2697216541020913,1.3127985400932078,2.3995476796876956,2.432921938483993,2.494214438241271,2.1714285714285713,2.4878004425181097,2.572202166064982,1.8,2.0622556299821175,2.1322202166064983,15.959798433517125,0.28727637180330823,0.32913184172900467,0.34029804872909936,0.5208032490974729,0.4164110480578713,0.028429602888086644,0.07596259815151493,0.4474970484630038,0.6049923258906248,1.2167643013130045,1.3940439059688894,1.441338578947038,-0.39578864841286565,-0.4534540935958028,-0.4688380875829297,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True
Ersan Ilyasova,2020-21,RS,UTA,17.0,147.53833333333333,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Lou Williams,2020-21,RS,ATL,66.0,1422.9083333333333,2943.0,,13.573268039897357,22.664906872283492,22.829655724598,13.687112575680857,22.85500669156555,23.021137359707865,-8.909739795543947,-1.2194861160163375,-2.0363216264726476,-2.051123436724726,0.4696969696969697,0.784309132117904,0.7900101936799184,0.6515151515151515,1.0879126671312862,1.0958205912334351,-27.10253502003978,-0.17657712210025917,-0.2948519115967056,-0.2969951594958487,2.0606060606060606,3.4408400634849983,3.4658511722731906,1.7121212121212122,2.8589332880426825,2.879714576962283,15.784974476438917,0.2702578963390299,0.4512818898159533,0.4545622109677873,,,,,,,,,,,2.525946354042038,4.217874332877298,4.248533623006486,2.106826818258537,3.5180203832635857,3.543592507774297,2.982598359671335,0.0628381821224949,0.10492841824412293,0.10569113201031252,18.629517424242426,31.107930400763696,31.334050713557595,18.15757575757576,30.319873030003105,30.54026503567788,-5.854124877940147,-1.0629671596550716,-1.7749632300092768,-1.7878652532424752,10.454545454545455,17.457203263269477,17.584097859327215,10.530303030303031,17.58370473619172,17.711518858307848,0.5811957964262864,0.06120167856307107,0.10219575278275611,0.10293860308773421,8.174971969696971,13.650727137494219,13.74995285423038,7.627272727272727,12.736168293811383,12.828746177370029,-13.528160951702713,-1.0318297307707796,-1.7229693458665332,-1.7354934309600267,0.420060080106809,0.5413447670897735,0.8641429155599452,0.8613101164949886,-0.678141348926564,-1.1721787109127024,-1.1898133202297376,-0.5216223925652981,-0.9108203144493316,-0.9265551367474867,16.10357107020039,26.890056067886395,27.085517090551107,16.05074893931722,26.80185264673952,26.99667252790358,-7.014036205001266,-1.1258053417775666,-1.8798916482533998,-1.8935563852527877,-0.5844605746877931,-1.0157487326934547,-1.0322462687577991,2.5303030303030303,4.225149195602902,4.255861365953109,2.3636363636363638,3.9468459551739685,3.9755351681957185,3.963417371640302,0.09368077423877078,0.15642997821924767,0.1575670514719386,0.40720353380903845,0.3069484981294382,0.053007135575942915,0.0472479001036573,0.33859269172689704,0.4819280508068476,-0.0953172777981946,-0.1591626436806145,-0.1603195803945169,-1.124168838218143,-1.8771589827920332,-1.8908038563302096,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True
