Player,Year,Player Year,Games,Total plays,On-ball PRF/g,On-ball PRF baseline,On-ball Plays/g,On-ball rORTG,On-ball PC/g,Off-ball: Partner PRF/g,Off-ball: Partner PRF/g baseline,Off-ball: Partner Plays/g,Off-ball: Partner rORTG,Off-ball: Partner PC/g,Off-ball: Space PRF/g,Off-ball: Space PRF/g baseline,Off-ball: Space Plays/g,Off-ball: Space rORTG,Off-ball: Space PC/g,Off-ball: Crash PRF/g,Off-ball: Crash PRF/g baseline,Off-ball: Crash Plays/g,Off-ball: Crash rORTG,Off-ball: Crash PC/g,Transition PRF/g,Transition PRF/g baseline,Transition Plays/g,Transition rORTG,Transition PC/g,Total PRF/g,Total PRF/g baseline,Total Plays/g,Total rORTG,Total PC/g
Alando Tucker,2009-10,Alando Tucker 2009-10,13,64,2.0,2.2,2.4,-6.4,-0.15,0.1,0.1,0.2,-41.0,-0.06,0.7,0.8,0.8,-12.5,-0.11,0.3,0.6,0.5,-48.1,-0.26,1.3,0.9,1.0,39.5,0.39,4.4,4.6,4.9,-3.8,-0.19
Alec Burks,2011-12,Alec Burks 2011-12,59,579,3.1,3.3,3.8,-4.8,-0.18,0.1,0.2,0.2,-25.9,-0.06,1.9,2.0,2.2,-6.6,-0.14,1.3,1.3,1.3,-3.8,-0.05,2.9,2.1,2.4,32.4,0.77,9.3,8.9,9.8,3.5,0.35
Alec Burks,2012-13,Alec Burks 2012-13,65,753,4.8,5.2,5.9,-7.5,-0.44,0.2,0.2,0.3,4.9,0.01,2.0,2.2,2.3,-6.0,-0.13,0.8,0.7,0.6,14.0,0.09,2.6,2.3,2.5,12.6,0.32,10.4,10.6,11.6,-1.3,-0.15
Alec Burks,2013-14,Alec Burks 2013-14,78,1717,11.4,12.3,13.6,-6.7,-0.91,0.6,0.5,0.6,18.5,0.11,3.9,3.4,3.6,13.4,0.48,1.2,1.0,0.9,25.0,0.23,3.9,3.0,3.4,26.0,0.87,21.1,20.3,22.0,3.6,0.78
Alec Burks,2014-15,Alec Burks 2014-15,27,615,11.1,11.9,13.2,-6.2,-0.82,1.3,1.1,1.2,19.2,0.23,3.6,3.6,3.7,0.0,0.00,1.0,0.7,0.7,36.3,0.26,4.8,3.5,3.9,33.0,1.28,21.8,20.8,22.8,4.2,0.96
Alec Burks,2015-16,Alec Burks 2015-16,31,622,10.1,10.8,11.8,-6.0,-0.71,1.0,1.0,1.1,-0.9,-0.01,3.4,3.2,3.3,6.9,0.23,0.7,0.9,0.8,-19.7,-0.15,3.5,2.9,3.1,18.8,0.59,18.6,18.7,20.1,-0.3,-0.06
Alec Burks,2016-17,Alec Burks 2016-17,41,393,4.4,4.6,4.9,-4.2,-0.20,0.6,0.5,0.5,10.1,0.05,2.0,2.1,2.1,-6.0,-0.13,0.4,0.6,0.5,-39.0,-0.20,1.5,1.5,1.5,4.0,0.06,8.8,9.2,9.6,-4.3,-0.41
Alec Burks,2017-18,Alec Burks 2017-18,64,690,4.8,5.1,5.4,-5.2,-0.28,0.7,0.7,0.7,4.7,0.03,2.4,2.4,2.4,-1.6,-0.04,0.6,0.6,0.5,11.6,0.06,1.9,1.7,1.8,11.0,0.20,10.5,10.5,10.8,-0.3,-0.03
Alec Burks,2018-19,Alec Burks 2018-19,64,925,8.0,8.5,8.8,-5.7,-0.50,0.8,0.7,0.7,13.9,0.10,2.5,2.1,2.1,19.3,0.41,1.1,1.0,0.8,12.5,0.10,1.8,1.9,1.9,-1.8,-0.04,14.2,14.2,14.5,0.5,0.08
Alec Burks,2019-20,Alec Burks 2019-20,66,1426,13.2,12.9,13.4,2.2,0.30,1.8,1.4,1.5,26.1,0.38,3.0,2.9,2.9,5.4,0.16,1.0,0.9,0.8,16.3,0.13,3.5,3.0,3.1,14.7,0.46,22.5,21.1,21.6,6.6,1.42
Alec Burks,2020-21,Alec Burks 2020-21,49,846,10.6,9.9,10.1,6.5,0.66,1.5,1.2,1.2,24.7,0.29,4.3,4.1,3.9,5.1,0.20,0.6,0.4,0.4,31.6,0.12,1.6,1.7,1.7,-3.3,-0.06,18.5,17.3,17.3,7.0,1.22
Alec Burks,2021-22,Alec Burks 2021-22,81,1551,11.5,11.6,11.9,-1.0,-0.12,0.6,0.5,0.5,7.0,0.04,4.6,4.1,4.1,11.2,0.45,0.4,0.4,0.4,-12.4,-0.05,2.8,2.2,2.3,26.2,0.59,19.8,18.9,19.1,4.8,0.91
Alec Burks,2022-23,Alec Burks 2022-23,51,863,10.7,10.4,10.4,3.7,0.39,0.6,0.7,0.6,-3.8,-0.02,3.8,3.3,3.2,16.3,0.52,0.4,0.4,0.3,24.1,0.08,2.8,2.4,2.5,16.2,0.40,18.4,17.1,16.9,8.0,1.35
Alec Burks,2023-24,Alec Burks 2023-24,59,840,6.3,6.5,6.5,-3.2,-0.21,0.5,0.7,0.7,-24.9,-0.18,5.2,4.7,4.5,10.2,0.46,0.4,0.4,0.4,2.3,0.01,2.2,2.1,2.1,5.5,0.12,14.7,14.5,14.2,1.4,0.20
Alec Peters,2017-18,Alec Peters 2017-18,20,116,1.6,1.7,1.8,-5.7,-0.10,0.2,0.5,0.5,-70.2,-0.32,2.3,2.1,2.1,11.4,0.23,0.8,0.6,0.6,24.0,0.13,1.0,0.9,1.0,4.9,0.05,5.8,5.8,5.8,-0.1,-0.01
Aleem Ford,2021-22,Aleem Ford 2021-22,5,7,1.2,1.0,1.0,26.4,0.26,0.0,0.0,0.0,,0.00,1.6,0.0,0.0,,1.60,0.0,0.0,0.0,,0.00,0.8,0.4,0.4,103.0,0.41,3.6,1.4,1.4,162.6,2.28
Aleksej Pokusevski,2020-21,Aleksej Pokusevski 2020-21,45,755,6.8,8.3,8.4,-17.5,-1.47,0.7,1.1,1.0,-36.4,-0.38,3.5,4.4,4.2,-21.0,-0.89,0.5,0.7,0.7,-28.7,-0.20,2.3,2.4,2.4,-4.0,-0.10,13.8,16.8,16.8,-18.1,-3.04
Aleksej Pokusevski,2021-22,Aleksej Pokusevski 2021-22,61,922,5.8,6.7,6.9,-12.4,-0.85,0.9,1.2,1.1,-26.8,-0.29,2.4,3.0,2.9,-18.2,-0.53,1.5,1.5,1.3,6.5,0.09,3.0,2.9,2.9,6.7,0.20,13.7,15.1,15.1,-9.2,-1.39
Aleksej Pokusevski,2022-23,Aleksej Pokusevski 2022-23,34,468,4.6,5.0,5.0,-8.0,-0.40,1.7,2.1,1.9,-24.3,-0.45,2.9,3.1,2.9,-7.1,-0.21,1.4,1.5,1.3,-7.1,-0.09,2.8,2.6,2.6,5.8,0.15,13.3,14.3,13.8,-7.3,-1.00
Aleksej Pokusevski,2023-24,Aleksej Pokusevski 2023-24,16,103,2.7,3.3,3.3,-16.3,-0.53,0.3,0.4,0.4,-45.0,-0.17,0.7,1.2,1.2,-47.1,-0.56,0.5,0.5,0.4,12.8,0.05,1.5,1.3,1.3,19.9,0.25,5.7,6.6,6.4,-14.9,-0.96
Alen Smailagic,2019-20,Alen Smailagic 2019-20,14,94,4.2,3.8,3.9,10.9,0.43,0.3,0.5,0.4,-45.5,-0.20,1.1,0.9,0.9,14.6,0.14,1.2,0.8,0.7,60.8,0.43,0.3,0.7,0.7,-56.5,-0.40,7.1,6.7,6.7,6.0,0.40
Alen Smailagic,2020-21,Alen Smailagic 2020-21,15,47,0.8,1.3,1.3,-41.2,-0.55,0.1,0.4,0.3,-72.4,-0.24,1.3,1.0,0.9,33.1,0.31,0.4,0.5,0.5,-25.6,-0.12,0.0,0.1,0.1,-98.0,-0.07,2.6,3.2,3.1,-21.3,-0.67
Alex Abrines,2016-17,Alex Abrines 2016-17,67,501,2.3,2.4,2.6,-6.2,-0.16,0.4,0.5,0.5,-12.8,-0.06,3.5,3.2,3.2,8.9,0.29,0.2,0.2,0.2,-19.2,-0.04,1.4,0.9,1.0,42.9,0.43,7.7,7.2,7.5,6.1,0.46
Alex Abrines,2017-18,Alex Abrines 2017-18,73,408,1.2,1.5,1.5,-19.3,-0.30,0.3,0.3,0.3,-1.1,0.00,2.8,2.6,2.6,9.1,0.24,0.3,0.3,0.2,9.3,0.02,1.3,0.9,0.9,38.3,0.36,5.8,5.5,5.6,5.7,0.32
Alex Abrines,2018-19,Alex Abrines 2018-19,31,231,2.2,2.2,2.3,-2.7,-0.06,0.8,0.8,0.8,2.1,0.02,3.1,3.0,3.0,3.9,0.12,0.0,0.0,0.0,,0.00,1.1,1.3,1.3,-13.2,-0.18,7.2,7.3,7.5,-1.4,-0.10
Alex Acker,2005-06,Alex Acker 2005-06,5,28,1.9,3.3,3.6,-38.6,-1.39,0.0,0.0,0.0,,0.00,0.4,0.4,0.4,7.0,0.03,0.0,0.0,0.0,,0.00,1.4,1.4,1.6,-2.9,-0.05,3.7,5.1,5.6,-25.2,-1.41
Alex Acker,2008-09,Alex Acker 2008-09,24,120,1.9,2.2,2.4,-12.3,-0.30,0.2,0.2,0.2,8.0,0.01,1.5,1.4,1.4,8.7,0.12,0.2,0.3,0.3,-41.2,-0.10,0.6,0.7,0.8,-13.3,-0.10,4.3,4.7,5.0,-7.3,-0.36
Alex Caruso,2017-18,Alex Caruso 2017-18,36,357,5.7,6.1,6.4,-6.4,-0.41,0.1,0.2,0.3,-39.4,-0.10,0.6,0.8,0.8,-27.7,-0.23,0.7,0.5,0.4,39.6,0.17,2.1,1.9,2.0,9.2,0.18,9.2,9.6,9.9,-4.0,-0.40
Alex Caruso,2018-19,Alex Caruso 2018-19,25,415,10.3,10.5,10.9,-1.9,-0.21,0.6,0.5,0.5,26.4,0.13,1.5,1.5,1.5,-1.1,-0.02,1.1,1.0,0.8,15.1,0.12,3.3,2.8,2.9,17.5,0.51,16.8,16.2,16.6,3.2,0.53
Alex Caruso,2019-20,Alex Caruso 2019-20,64,663,4.9,5.1,5.3,-2.5,-0.13,0.4,0.5,0.5,-18.7,-0.09,1.6,1.7,1.7,-10.0,-0.17,0.6,0.6,0.5,3.7,0.02,2.9,2.4,2.4,21.4,0.52,10.4,10.2,10.4,1.4,0.15
Alex Caruso,2020-21,Alex Caruso 2020-21,58,784,7.8,8.0,8.1,-2.4,-0.19,0.2,0.3,0.3,-16.2,-0.04,2.4,2.2,2.1,11.3,0.24,0.7,0.8,0.6,-7.2,-0.05,2.6,2.4,2.4,11.6,0.28,13.8,13.6,13.5,1.7,0.23
Alex Caruso,2021-22,Alex Caruso 2021-22,41,727,9.3,9.1,9.4,2.2,0.21,0.3,0.4,0.4,-22.2,-0.09,3.0,3.2,3.1,-4.7,-0.15,1.1,1.1,0.9,-2.0,-0.02,4.2,3.8,3.9,11.5,0.45,18.0,17.6,17.7,2.2,0.40
Alex Caruso,2022-23,Alex Caruso 2022-23,67,844,6.6,6.6,6.6,-0.4,-0.03,0.4,0.4,0.3,14.7,0.05,2.3,2.2,2.1,4.5,0.09,0.9,0.9,0.7,-3.6,-0.03,3.1,2.8,2.8,8.6,0.24,13.2,12.9,12.6,2.7,0.33
Alex Caruso,2023-24,Alex Caruso 2023-24,60,1020,8.2,8.4,8.4,-2.2,-0.19,0.4,0.4,0.4,11.0,0.04,4.2,4.2,4.0,0.9,0.04,0.8,0.8,0.6,-3.4,-0.02,4.3,3.6,3.6,17.3,0.63,17.9,17.4,17.0,2.9,0.49
Alex Fudge,2023-24,Alex Fudge 2023-24,4,2,0.5,0.3,0.3,100.0,0.25,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.5,0.0,0.0,,0.50,0.0,0.3,0.3,-100.0,-0.25,1.0,0.5,0.5,100.0,0.50
Alex Len,2013-14,Alex Len 2013-14,41,128,0.6,1.2,1.3,-45.5,-0.60,0.4,0.3,0.3,7.0,0.02,0.0,0.1,0.1,-63.5,-0.09,1.1,1.1,1.1,-1.9,-0.02,0.2,0.2,0.2,-0.4,0.00,2.3,3.0,3.1,-22.1,-0.69
Alex Len,2014-15,Alex Len 2014-15,69,554,2.0,2.7,3.0,-22.0,-0.65,1.1,1.0,1.0,9.9,0.10,0.3,0.5,0.5,-31.9,-0.15,3.5,3.2,3.0,11.4,0.34,0.7,0.6,0.7,10.1,0.07,7.5,7.8,8.0,-3.7,-0.30
Alex Len,2015-16,Alex Len 2015-16,78,1113,5.9,7.0,7.7,-14.8,-1.13,1.1,1.3,1.3,-12.8,-0.16,0.8,1.1,1.2,-26.1,-0.31,3.9,3.9,3.6,0.5,0.02,0.6,0.6,0.6,2.3,0.01,12.3,13.9,14.3,-11.0,-1.57
Alex Len,2016-17,Alex Len 2016-17,77,763,3.1,4.0,4.3,-22.0,-0.94,1.5,1.6,1.6,-5.4,-0.08,0.5,0.6,0.6,-20.8,-0.12,3.6,3.1,2.8,15.6,0.44,0.7,0.6,0.6,19.6,0.13,9.4,10.0,9.9,-5.8,-0.58
Alex Len,2017-18,Alex Len 2017-18,69,779,4.6,5.0,5.2,-8.1,-0.42,2.1,1.8,1.7,16.4,0.28,0.2,0.3,0.3,-46.6,-0.15,4.3,3.8,3.4,13.2,0.45,0.8,0.6,0.6,28.8,0.18,11.8,11.5,11.3,3.0,0.33
Alex Len,2018-19,Alex Len 2018-19,77,1063,4.6,4.8,5.0,-5.3,-0.27,2.4,2.4,2.2,-0.4,-0.01,2.5,2.4,2.3,5.3,0.12,3.3,3.5,3.1,-5.8,-0.18,1.5,1.1,1.2,28.3,0.33,14.2,14.2,13.8,0.0,0.00
Alex Len,2019-20,Alex Len 2019-20,55,568,3.3,3.8,3.9,-11.7,-0.46,2.2,2.3,2.1,-6.9,-0.14,0.9,1.0,1.0,-2.9,-0.03,3.5,3.3,2.9,7.5,0.22,0.6,0.4,0.5,35.4,0.16,10.6,10.9,10.3,-2.5,-0.25
Alex Len,2020-21,Alex Len 2020-21,64,523,2.4,2.8,2.8,-11.5,-0.32,1.3,1.2,1.1,12.5,0.13,0.4,0.4,0.4,9.4,0.03,3.3,3.5,2.9,-7.1,-0.21,1.4,1.0,1.0,35.4,0.36,8.8,8.8,8.2,-0.1,-0.01
Alex Len,2021-22,Alex Len 2021-22,39,376,3.7,4.2,4.4,-11.7,-0.51,1.9,2.1,1.8,-8.7,-0.16,0.5,0.4,0.4,16.0,0.07,2.7,2.9,2.4,-5.0,-0.12,0.6,0.6,0.6,7.1,0.04,9.5,10.2,9.6,-7.0,-0.68
Alex Len,2022-23,Alex Len 2022-23,26,86,1.6,1.9,1.9,-13.1,-0.25,0.4,0.6,0.5,-38.6,-0.19,0.0,0.1,0.1,-104.0,-0.12,1.0,0.8,0.7,17.1,0.13,0.1,0.1,0.1,0.0,0.00,3.1,3.5,3.3,-13.2,-0.44
Alex Len,2023-24,Alex Len 2023-24,34,179,2.9,2.9,2.9,-0.1,0.00,0.4,0.4,0.4,-6.3,-0.02,0.1,0.2,0.1,-25.0,-0.04,1.8,1.9,1.6,-8.6,-0.14,0.3,0.3,0.3,11.0,0.03,5.5,5.7,5.3,-3.3,-0.17
Alex Poythress,2016-17,Alex Poythress 2016-17,6,76,3.3,3.1,3.3,3.8,0.13,0.0,0.5,0.5,-100.7,-0.50,5.0,4.0,4.0,25.0,1.00,3.5,3.1,2.8,13.0,0.37,1.3,1.9,2.0,-27.8,-0.56,13.1,12.7,12.7,3.4,0.44
Alex Poythress,2017-18,Alex Poythress 2017-18,20,35,0.3,0.4,0.5,-25.3,-0.11,0.3,0.3,0.3,17.4,0.04,0.7,0.7,0.7,6.5,0.04,0.2,0.4,0.4,-56.0,-0.20,0.1,0.0,0.1,105.0,0.05,1.6,1.8,1.8,-9.8,-0.17
Alex Poythress,2018-19,Alex Poythress 2018-19,21,154,2.5,2.7,2.9,-7.8,-0.22,1.2,1.0,0.9,21.1,0.19,1.3,1.4,1.4,-11.5,-0.16,1.5,1.4,1.3,2.1,0.03,1.1,0.8,0.8,39.1,0.32,7.6,7.4,7.3,2.0,0.15
Alex Stepheson,2015-16,Alex Stepheson 2015-16,4,36,2.6,3.7,4.0,-27.3,-1.09,0.0,0.8,0.8,-102.0,-0.77,0.0,0.0,0.0,,0.00,3.5,4.0,4.3,-12.6,-0.54,0.0,0.0,0.0,,0.00,6.1,8.5,9.0,-26.6,-2.39
Alexander Johnson,2006-07,Alexander Johnson 2006-07,55,296,1.9,2.2,2.5,-13.7,-0.34,0.3,0.4,0.3,-8.0,-0.03,0.3,0.5,0.5,-38.0,-0.19,2.3,2.1,1.8,11.4,0.20,0.4,0.3,0.3,32.8,0.10,5.2,5.4,5.4,-4.6,-0.25
Alexander Johnson,2007-08,Alexander Johnson 2007-08,43,232,1.6,2.3,2.6,-27.6,-0.70,0.7,0.6,0.6,30.6,0.17,0.9,0.9,0.9,1.9,0.02,1.2,1.3,1.1,-11.5,-0.13,0.4,0.2,0.3,72.5,0.19,4.9,5.3,5.4,-8.5,-0.46
Alexey Shved,2012-13,Alexey Shved 2012-13,77,1505,11.2,11.8,13.3,-4.8,-0.63,0.2,0.2,0.2,10.8,0.03,2.7,2.8,2.9,-3.4,-0.10,0.5,0.6,0.6,-4.7,-0.03,3.0,2.3,2.6,25.3,0.66,17.6,17.7,19.5,-0.4,-0.07
Alexey Shved,2013-14,Alexey Shved 2013-14,61,491,3.9,4.5,5.0,-11.7,-0.59,0.2,0.1,0.2,19.6,0.03,1.0,1.2,1.2,-12.7,-0.16,0.3,0.2,0.2,16.9,0.04,1.5,1.3,1.4,16.6,0.23,6.9,7.4,8.0,-5.4,-0.44
Alexey Shved,2014-15,Alexey Shved 2014-15,42,751,9.4,10.1,11.3,-6.3,-0.71,0.8,0.7,0.7,16.5,0.12,2.6,2.4,2.5,11.2,0.28,0.5,0.5,0.5,12.1,0.06,3.1,2.6,2.9,16.7,0.48,16.5,16.3,17.9,1.3,0.23
Alexis Ajinca,2008-09,Alexis Ajinca 2008-09,31,93,0.9,1.3,1.4,-24.6,-0.35,0.3,0.4,0.4,-45.2,-0.19,0.6,0.7,0.7,-12.0,-0.09,0.2,0.4,0.4,-49.6,-0.19,0.0,0.0,0.0,-91.0,-0.03,2.1,2.9,3.0,-28.3,-0.85
Alexis Ajinca,2009-10,Alexis Ajinca 2009-10,6,13,0.0,0.9,1.0,-91.2,-0.91,0.3,0.3,0.3,-4.0,-0.01,0.3,0.3,0.3,2.0,0.01,0.7,0.6,0.5,20.3,0.10,0.0,0.0,0.0,,0.00,1.3,2.2,2.2,-37.7,-0.82
Alexis Ajinca,2010-11,Alexis Ajinca 2010-11,34,194,1.2,1.5,1.7,-18.0,-0.31,0.8,0.7,0.7,3.0,0.02,1.6,1.8,1.9,-15.1,-0.28,1.1,1.2,1.1,-5.8,-0.06,0.4,0.3,0.3,29.4,0.09,5.1,5.6,5.7,-9.6,-0.55
Alexis Ajinca,2013-14,Alexis Ajinca 2013-14,56,437,2.4,3.0,3.3,-17.0,-0.57,1.3,1.1,1.1,16.3,0.18,0.4,0.5,0.5,-28.5,-0.15,3.1,2.7,2.5,14.5,0.37,0.5,0.3,0.3,51.7,0.18,7.6,7.6,7.8,0.1,0.01
Alexis Ajinca,2014-15,Alexis Ajinca 2014-15,67,565,3.6,3.5,3.9,3.3,0.13,1.7,1.6,1.6,8.9,0.14,0.4,0.5,0.5,-20.1,-0.10,2.4,2.3,2.3,1.7,0.04,0.3,0.2,0.2,38.7,0.08,8.3,8.1,8.4,3.5,0.30
Alexis Ajinca,2015-16,Alexis Ajinca 2015-16,59,479,2.0,2.5,2.7,-15.9,-0.43,1.8,1.9,1.9,-6.2,-0.12,1.1,1.3,1.3,-14.8,-0.19,2.1,2.0,1.8,3.3,0.06,0.4,0.4,0.4,12.5,0.05,7.4,8.0,8.1,-7.7,-0.62
Alexis Ajinca,2016-17,Alexis Ajinca 2016-17,39,258,1.2,1.7,1.8,-29.9,-0.54,1.6,1.5,1.5,3.1,0.05,0.5,0.7,0.7,-22.8,-0.15,2.6,2.6,2.2,-2.3,-0.05,0.3,0.4,0.4,-17.9,-0.08,6.2,6.9,6.6,-11.7,-0.77
Alfonzo McKinnie,2017-18,Alfonzo McKinnie 2017-18,9,19,1.1,0.4,0.4,155.0,0.69,0.8,0.3,0.3,138.3,0.46,0.7,1.1,1.1,-41.2,-0.46,0.2,0.1,0.1,105.0,0.12,0.2,0.1,0.1,105.0,0.12,3.0,2.1,2.1,43.8,0.93
Alfonzo McKinnie,2018-19,Alfonzo McKinnie 2018-19,72,398,1.2,1.3,1.3,-3.6,-0.05,0.0,0.2,0.2,-81.9,-0.14,2.0,1.8,1.8,7.3,0.13,1.5,1.4,1.3,7.3,0.09,1.1,0.9,1.0,19.8,0.19,5.9,5.6,5.5,4.2,0.23
Alfonzo McKinnie,2019-20,Alfonzo McKinnie 2019-20,40,249,1.2,1.6,1.7,-24.6,-0.42,0.2,0.3,0.3,-48.7,-0.16,1.7,2.1,2.1,-21.1,-0.44,1.4,1.1,1.0,31.6,0.31,1.1,1.1,1.1,-1.0,-0.01,5.5,6.3,6.2,-11.6,-0.72
Alfonzo McKinnie,2020-21,Alfonzo McKinnie 2020-21,39,127,0.7,0.8,0.8,-9.2,-0.07,0.1,0.1,0.1,-21.2,-0.03,1.4,1.3,1.3,6.6,0.09,0.9,0.9,0.8,12.0,0.09,0.4,0.3,0.3,51.6,0.13,3.6,3.4,3.3,6.5,0.21
Alfonzo McKinnie,2021-22,Alfonzo McKinnie 2021-22,17,83,0.6,1.0,1.1,-40.2,-0.43,0.0,0.0,0.0,,0.00,1.7,2.1,2.1,-18.7,-0.38,0.7,0.9,0.8,-22.7,-0.19,1.2,0.9,0.9,27.8,0.26,4.2,4.9,4.9,-15.1,-0.74
Alize Johnson,2018-19,Alize Johnson 2018-19,14,23,0.0,0.3,0.3,-96.0,-0.27,0.1,0.1,0.1,-53.0,-0.08,0.2,0.4,0.4,-39.4,-0.14,0.5,0.5,0.4,9.8,0.04,0.3,0.4,0.4,-29.5,-0.13,1.1,1.6,1.6,-35.0,-0.58
Alize Johnson,2019-20,Alize Johnson 2019-20,17,58,1.0,1.4,1.5,-25.7,-0.38,0.2,0.1,0.1,188.0,0.11,0.5,0.7,0.6,-28.4,-0.18,0.6,0.8,0.7,-29.1,-0.21,0.7,0.5,0.5,36.8,0.19,3.0,3.4,3.4,-13.5,-0.46
Alize Johnson,2020-21,Alize Johnson 2020-21,18,117,2.1,2.2,2.2,-5.3,-0.12,0.1,0.2,0.2,-31.7,-0.05,0.7,0.7,0.7,5.1,0.03,3.0,2.4,2.1,29.8,0.61,1.6,1.4,1.4,13.6,0.19,7.5,6.8,6.5,10.2,0.66
Alize Johnson,2021-22,Alize Johnson 2021-22,23,83,1.3,1.4,1.5,-11.9,-0.18,0.1,0.2,0.2,-52.8,-0.11,0.0,0.2,0.2,-101.8,-0.22,1.2,1.3,1.2,-12.0,-0.15,0.3,0.5,0.5,-33.6,-0.16,2.9,3.7,3.6,-22.7,-0.82
Alize Johnson,2022-23,Alize Johnson 2022-23,5,8,1.0,1.0,1.0,2.9,0.03,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.4,0.0,0.0,,0.40,0.6,0.6,0.6,0.3,0.00,2.0,1.6,1.6,26.9,0.43
Allan Ray,2006-07,Allan Ray 2006-07,43,369,2.1,2.9,3.2,-25.5,-0.81,0.2,0.3,0.3,-24.0,-0.07,3.5,3.1,3.3,12.1,0.40,0.2,0.3,0.3,-20.4,-0.05,1.7,1.5,1.6,16.5,0.27,7.7,8.0,8.6,-3.1,-0.26
Allen Crabbe,2013-14,Allen Crabbe 2013-14,11,57,1.8,2.0,2.2,-9.6,-0.21,0.0,0.0,0.0,,0.00,1.8,1.8,1.9,-1.5,-0.03,0.5,0.4,0.4,12.0,0.04,0.5,0.7,0.7,-27.9,-0.20,4.5,4.9,5.2,-7.6,-0.40
Allen Crabbe,2014-15,Allen Crabbe 2014-15,50,278,1.8,2.0,2.2,-10.5,-0.23,0.2,0.3,0.4,-44.2,-0.17,2.0,1.7,1.7,17.1,0.29,0.3,0.2,0.2,57.0,0.11,1.2,0.9,1.0,21.7,0.23,5.4,5.2,5.6,4.2,0.23
