Rk,Player,5 Best Seasons,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
192,T.J. Ford,1.38,2.03,1.77,1.17,1.14,0.78,0.29,-0.44,,,,,,,,,,,,,,,
193,Jae Crowder,1.38,2.21,1.68,1.35,0.87,0.78,0.58,0.54,0.50,0.46,0.44,0.10,0.06,,,,,,,,,,
194,Tyus Jones,1.37,2.78,1.18,1.00,0.98,0.93,0.89,0.64,-0.17,-0.20,,,,,,,,,,,,,
195,Matt Bonner,1.37,1.95,1.44,1.44,1.12,0.90,0.82,0.60,0.42,0.31,-0.24,,,,,,,,,,,,
196,Doug McDermott,1.37,1.97,1.84,1.23,0.92,0.87,0.71,0.68,0.65,0.54,,,,,,,,,,,,,
197,Al Jefferson,1.36,2.01,1.52,1.40,0.94,0.94,0.52,0.51,0.51,0.35,0.30,0.24,0.03,-0.01,,,,,,,,,
198,John Salmons,1.36,2.69,1.27,1.22,1.01,0.60,0.14,0.12,0.08,-0.43,,,,,,,,,,,,,
199,Brandon Jennings,1.35,2.28,1.80,1.66,0.81,0.21,0.13,0.01,-0.08,-0.85,,,,,,,,,,,,,
200,Matt Barnes,1.35,1.64,1.53,1.29,1.25,1.04,0.84,0.70,0.45,0.09,-0.12,-0.26,-0.69,,,,,,,,,,
201,Marco Belinelli,1.35,2.43,1.14,1.07,1.06,1.03,1.02,0.86,0.74,0.71,0.32,0.23,0.16,,,,,,,,,,
202,Kelly Olynyk,1.34,1.89,1.42,1.17,1.16,1.08,0.97,0.83,0.62,0.48,-0.08,-0.15,,,,,,,,,,,
203,Elton Brand,1.34,3.06,2.08,1.01,0.40,0.13,0.01,0.00,-0.54,-0.59,-1.84,,,,,,,,,,,,
204,Austin Reaves,1.33,2.91,2.64,1.12,,,,,,,,,,,,,,,,,,,
205,Luol Deng,1.33,1.66,1.44,1.38,1.21,0.98,0.85,0.68,0.54,0.49,0.15,0.09,-0.29,-0.87,,,,,,,,,
206,Delonte West,1.33,2.52,1.79,0.94,0.86,0.52,0.36,-0.30,,,,,,,,,,,,,,,
207,Marcus Smart,1.32,2.09,1.32,1.30,1.25,0.64,0.07,-0.01,-0.16,-0.58,-1.10,,,,,,,,,,,,
208,Troy Murphy,1.32,2.40,1.89,1.23,0.59,0.49,0.15,-0.92,,,,,,,,,,,,,,,
209,Anthony Parker,1.32,1.92,1.70,1.37,0.92,0.69,0.44,,,,,,,,,,,,,,,,
210,Aaron Gordon,1.32,2.07,1.71,1.69,0.66,0.45,0.45,0.32,-0.12,-0.33,-0.44,,,,,,,,,,,,
211,Stephen Jackson,1.32,2.59,1.90,1.66,0.27,0.16,0.12,-0.12,-0.62,,,,,,,,,,,,,,
212,Jarrett Allen,1.30,2.44,1.25,1.14,0.98,0.71,0.24,0.04,,,,,,,,,,,,,,,
213,Derek Fisher,1.30,2.08,1.78,1.35,0.69,0.63,0.46,0.17,-0.04,-0.10,,,,,,,,,,,,,
214,Victor Oladipo,1.30,2.31,1.47,1.27,1.14,0.33,0.33,-0.38,-0.87,-1.03,-1.15,,,,,,,,,,,,
215,Rudy Gay,1.30,2.19,1.28,1.10,1.02,0.92,0.83,0.82,0.58,0.56,0.41,0.40,0.13,0.02,-0.15,-0.33,-0.88,-0.92,,,,,
216,Fred VanVleet,1.29,1.51,1.47,1.42,1.31,0.74,0.68,0.11,-0.41,,,,,,,,,,,,,,
217,Brandan Wright,1.29,1.86,1.45,1.20,1.17,0.74,0.34,0.25,0.09,-0.01,,,,,,,,,,,,,
218,Jeff Green,1.27,1.65,1.36,1.25,1.07,1.04,0.88,0.75,0.45,0.44,0.41,0.06,0.01,-0.04,-0.06,-0.54,-1.39,,,,,,
219,Shane Battier,1.27,1.82,1.46,1.09,1.03,0.94,0.80,0.57,0.56,0.38,,,,,,,,,,,,,
220,Wayne Ellington,1.26,1.62,1.58,1.38,0.89,0.84,0.81,0.53,0.31,0.06,0.00,-0.06,-0.08,-0.09,,,,,,,,,
221,Gary Neal,1.26,2.36,1.51,1.30,0.96,0.18,-0.46,,,,,,,,,,,,,,,,
222,Caron Butler,1.26,2.60,1.10,0.95,0.87,0.76,0.74,0.63,0.52,0.48,-0.72,,,,,,,,,,,,
223,Steve Novak,1.25,2.63,1.41,1.31,0.92,,,,,,,,,,,,,,,,,,
224,Gerald Green,1.25,2.39,1.35,1.14,0.86,0.50,0.25,0.04,0.02,0.00,-0.08,-0.63,-1.25,,,,,,,,,,
225,Tony Snell,1.24,1.58,1.43,1.28,0.96,0.95,0.68,0.08,-0.37,-0.69,,,,,,,,,,,,,
226,Clint Capela,1.24,1.73,1.49,1.13,1.09,0.74,0.36,0.15,0.10,-0.15,,,,,,,,,,,,,
227,Jonas Valanciunas,1.23,1.58,1.48,1.25,0.97,0.86,0.81,0.80,0.71,0.53,0.48,0.43,0.14,,,,,,,,,,
228,Shaun Livingston,1.22,1.74,1.50,1.16,1.00,0.72,0.51,0.46,0.45,0.42,0.26,-0.16,-0.63,,,,,,,,,,
229,Mehmet Okur,1.21,1.83,1.49,1.39,0.89,0.47,-1.23,,,,,,,,,,,,,,,,
230,Kentavious Caldwell-Pope,1.21,1.39,1.35,1.28,1.03,0.99,0.98,0.98,0.73,0.16,0.02,-0.01,,,,,,,,,,,
231,Dorell Wright,1.21,2.14,1.59,1.20,0.60,0.51,0.43,0.17,-0.29,,,,,,,,,,,,,,
232,Martell Webster,1.21,1.97,1.77,1.08,0.73,0.49,0.24,0.14,-0.02,-0.87,,,,,,,,,,,,,
233,O.J. Mayo,1.20,2.26,1.29,0.90,0.79,0.76,0.30,-0.17,-0.59,,,,,,,,,,,,,,
234,Michael Porter Jr.,1.20,3.12,2.21,1.85,1.06,-2.24,,,,,,,,,,,,,,,,,
235,Dwight Powell,1.19,1.58,1.48,1.09,1.01,0.79,0.66,0.57,0.45,0.01,,,,,,,,,,,,,
236,D'Angelo Russell,1.19,2.21,1.45,1.08,0.64,0.55,0.03,,,,,,,,,,,,,,,,
237,Tiago Splitter,1.19,1.91,1.87,1.07,0.92,0.16,-0.01,,,,,,,,,,,,,,,,
238,Rodney Stuckey,1.18,2.12,1.73,0.91,0.60,0.57,0.28,-0.15,-0.16,-0.37,-0.43,,,,,,,,,,,,
239,Richaun Holmes,1.18,1.90,1.27,1.09,0.87,0.80,0.37,0.15,0.03,,,,,,,,,,,,,,
240,Greivis Vasquez,1.18,2.19,1.52,1.22,0.91,0.07,-0.94,,,,,,,,,,,,,,,,
241,Jason Williams,1.18,2.42,2.00,1.33,0.14,-0.01,,,,,,,,,,,,,,,,,
242,Alec Burks,1.17,1.42,1.35,1.22,0.96,0.91,0.78,0.35,0.20,0.08,-0.03,-0.06,-0.15,-0.41,,,,,,,,,
243,Ben Simmons,1.15,1.95,1.66,1.64,0.30,0.21,0.20,,,,,,,,,,,,,,,,
244,Tracy McGrady,1.15,2.70,1.16,0.81,0.60,0.49,0.29,0.11,,,,,,,,,,,,,,,
245,Kevin Huerter,1.15,2.39,1.17,0.96,0.91,0.33,0.30,,,,,,,,,,,,,,,,
246,Mitchell Robinson,1.15,2.02,1.54,1.30,0.54,0.35,-0.76,,,,,,,,,,,,,,,,
247,C.J. Watson,1.15,1.58,1.33,1.14,0.88,0.80,0.39,0.13,-0.27,-0.28,-0.29,,,,,,,,,,,,
248,Christian Wood,1.15,1.79,1.51,1.26,0.70,0.47,-0.31,,,,,,,,,,,,,,,,
249,Marvin Williams,1.14,1.63,1.41,1.05,0.92,0.72,0.66,0.61,0.51,0.43,0.35,0.34,0.26,0.24,-0.26,-0.42,,,,,,,
250,Marcus Thornton,1.14,1.58,1.56,1.51,0.60,0.46,0.34,-0.06,-0.61,,,,,,,,,,,,,,
251,CJ Miles,1.14,1.62,1.09,1.08,1.01,0.90,0.86,0.78,0.74,0.43,0.32,0.19,-0.16,-1.19,,,,,,,,,
252,Carl Landry,1.14,1.39,1.27,1.13,1.01,0.89,0.47,0.36,,,,,,,,,,,,,,,
253,Bryn Forbes,1.12,1.66,1.65,1.12,0.83,0.35,-0.40,,,,,,,,,,,,,,,,
254,Josh Hart,1.12,1.60,1.39,1.02,0.82,0.77,-0.05,-0.94,,,,,,,,,,,,,,,
255,Greg Monroe,1.12,1.78,1.14,1.02,0.95,0.71,0.40,0.32,0.17,-0.59,,,,,,,,,,,,,
256,Desmond Bane,1.12,2.38,1.93,0.82,0.47,,,,,,,,,,,,,,,,,,
257,Malik Beasley,1.11,1.63,1.45,1.27,0.84,0.38,0.05,-0.11,,,,,,,,,,,,,,,
258,Bam Adebayo,1.11,2.44,1.56,1.27,0.32,-0.02,-0.09,-0.34,,,,,,,,,,,,,,,
259,James Jones,1.11,1.41,1.29,1.21,0.86,0.77,0.72,0.27,0.26,0.23,,,,,,,,,,,,,
260,Landry Shamet,1.10,1.76,1.55,1.31,0.64,0.26,-0.21,,,,,,,,,,,,,,,,
261,Reggie Williams,1.10,2.95,1.75,0.52,0.29,,,,,,,,,,,,,,,,,,
262,Robert Williams III,1.10,1.95,1.37,1.25,0.91,,,,,,,,,,,,,,,,,,
263,DeMarre Carroll,1.10,2.54,1.41,0.68,0.64,0.22,0.21,-0.06,-0.12,-0.31,-0.62,,,,,,,,,,,,
264,Andrei Kirilenko,1.10,1.83,1.36,1.27,0.72,0.30,0.14,0.03,-0.09,,,,,,,,,,,,,,
265,Enes Kanter,1.09,1.36,1.28,1.11,1.06,0.66,0.59,0.46,0.07,-0.25,-0.60,,,,,,,,,,,,
266,Steve Blake,1.09,1.81,0.97,0.96,0.93,0.80,0.68,0.53,0.51,0.28,0.17,-1.14,,,,,,,,,,,
267,Josh Childress,1.08,1.83,1.64,1.30,0.35,0.30,,,,,,,,,,,,,,,,,
268,Tayshaun Prince,1.08,1.28,1.12,1.09,1.01,0.92,0.44,0.32,0.17,0.12,-0.28,-0.55,,,,,,,,,,,
269,Jeremy Lamb,1.08,1.36,1.23,1.15,0.84,0.83,0.82,0.53,0.45,0.33,,,,,,,,,,,,,
270,Daniel Gafford,1.08,1.57,1.44,1.33,0.65,0.39,,,,,,,,,,,,,,,,,
271,Josh Howard,1.07,1.78,1.57,1.46,0.69,-0.13,-0.61,-1.57,,,,,,,,,,,,,,,
272,Mike James,1.07,3.62,0.96,0.52,0.50,-0.25,-0.50,-1.24,,,,,,,,,,,,,,,
273,Brent Barry,1.07,2.15,2.14,1.09,-0.04,,,,,,,,,,,,,,,,,,
274,Nikola Pekovic,1.06,2.12,2.08,1.44,0.10,-0.44,,,,,,,,,,,,,,,,,
275,Terrence Ross,1.06,1.26,1.20,1.15,0.96,0.73,0.71,0.45,0.02,-0.47,-0.64,-0.80,,,,,,,,,,,
276,Brandon Clarke,1.05,1.98,1.92,1.14,0.21,,,,,,,,,,,,,,,,,,
277,Jordan Clarkson,1.04,1.37,1.21,0.92,0.89,0.81,0.72,0.64,-0.13,-0.29,-0.46,,,,,,,,,,,,
278,Rodney Hood,1.04,1.76,1.23,0.98,0.65,0.57,0.42,-0.04,-0.79,,,,,,,,,,,,,,
279,Delon Wright,1.04,1.32,1.21,0.96,0.92,0.79,0.32,0.09,0.09,0.03,,,,,,,,,,,,,
280,Will Barton,1.04,1.33,1.29,1.21,0.69,0.66,0.07,0.02,-0.18,-0.69,-0.80,-0.85,,,,,,,,,,,
281,Hassan Whiteside,1.03,1.48,1.27,1.25,0.93,0.20,0.00,-0.28,-0.80,,,,,,,,,,,,,,
282,Reggie Bullock,1.02,1.70,1.12,0.84,0.77,0.68,0.47,0.36,-0.06,-0.37,,,,,,,,,,,,,
283,Jerami Grant,1.02,1.73,1.10,0.85,0.80,0.64,0.49,0.16,0.12,-0.79,-0.97,,,,,,,,,,,,
284,Antonio Daniels,1.02,1.69,1.36,1.35,0.69,,,,,,,,,,,,,,,,,,
285,Myles Turner,1.01,1.50,1.23,1.10,0.94,0.28,0.22,-0.09,-0.14,-0.15,,,,,,,,,,,,,
286,Royce O'Neale,1.01,1.44,1.39,1.21,0.70,0.30,0.27,0.26,,,,,,,,,,,,,,,
287,Jalen Williams,1.01,3.63,1.41,,,,,,,,,,,,,,,,,,,,
288,James Johnson,1.00,1.53,1.38,1.02,0.81,0.29,0.26,0.23,0.08,-0.01,-0.08,-0.31,-0.66,-1.10,,,,,,,,,
289,Anthony Tolliver,0.99,1.75,1.06,0.82,0.69,0.64,0.63,0.42,0.08,-0.08,-0.34,-0.36,,,,,,,,,,,
290,O.G. Anunoby,0.99,1.44,1.21,0.98,0.75,0.56,0.28,-0.04,,,,,,,,,,,,,,,
291,Courtney Lee,0.98,1.07,1.07,1.00,0.89,0.87,0.82,0.82,0.66,0.56,0.24,-0.38,,,,,,,,,,,
292,Marcin Gortat,0.98,1.55,1.08,1.07,0.61,0.59,0.27,0.26,0.18,-0.09,-0.58,-0.59,,,,,,,,,,,
293,Metta World Peace,0.97,1.65,1.36,0.74,0.70,0.42,0.12,-0.06,-0.16,-0.39,-0.73,,,,,,,,,,,,
294,Julius Randle,0.97,1.63,1.40,1.11,1.04,-0.33,-0.44,-0.80,-1.18,-1.98,,,,,,,,,,,,,
295,Kenneth Faried,0.97,1.63,1.09,0.88,0.69,0.55,0.54,0.33,-0.32,,,,,,,,,,,,,,
296,Thomas Bryant,0.97,1.78,1.76,1.23,0.22,-0.17,,,,,,,,,,,,,,,,,
297,Wally Szczerbiak,0.96,2.68,0.85,0.77,0.51,,,,,,,,,,,,,,,,,,
298,Pat Connaughton,0.96,1.69,0.98,0.85,0.67,0.62,0.46,0.16,-0.08,,,,,,,,,,,,,,
299,Trey Murphy III,0.96,2.38,2.06,0.36,,,,,,,,,,,,,,,,,,,
300,Dennis Schroder,0.95,1.39,1.14,0.76,0.75,0.72,0.40,0.36,0.05,-0.16,-0.48,-0.74,,,,,,,,,,,
301,Keyon Dooling,0.95,1.74,1.63,0.56,0.56,0.24,0.07,0.03,,,,,,,,,,,,,,,
302,Zach Randolph,0.95,1.58,1.32,0.70,0.58,0.56,0.48,0.18,0.07,-0.19,-0.39,-0.39,-0.48,-1.01,,,,,,,,,
303,Serge Ibaka,0.95,1.32,1.30,0.76,0.75,0.60,0.60,0.53,0.51,0.48,0.11,-0.12,-0.17,-0.24,,,,,,,,,
304,Wilson Chandler,0.94,1.58,1.07,0.81,0.66,0.60,0.57,0.57,0.49,0.18,-0.24,-0.29,,,,,,,,,,,
305,Malik Monk,0.94,1.64,1.55,1.51,0.39,-0.38,-0.63,-0.78,,,,,,,,,,,,,,,
306,Amir Johnson,0.94,1.28,1.05,0.98,0.83,0.59,0.49,0.46,0.36,0.05,0.02,-0.05,-0.40,,,,,,,,,,
307,Collin Sexton,0.94,2.63,1.60,0.74,0.49,-0.78,-2.17,,,,,,,,,,,,,,,,
308,Thaddeus Young,0.94,1.07,1.05,1.04,0.90,0.63,0.55,0.53,0.38,0.36,0.04,-0.05,-0.09,-0.11,-0.23,-0.25,-0.29,-0.91,,,,,
309,Josh Smith,0.94,1.66,1.38,0.73,0.72,0.20,-0.43,-0.47,-0.78,-0.81,-1.00,-1.39,,,,,,,,,,,
310,Jerryd Bayless,0.93,2.11,0.87,0.76,0.58,0.32,0.03,-0.11,-0.14,-0.22,-0.96,,,,,,,,,,,,
311,Nikola Mirotic,0.92,1.48,1.38,0.92,0.63,0.18,,,,,,,,,,,,,,,,,
312,Caris LeVert,0.92,1.65,0.96,0.83,0.73,0.41,0.32,0.30,-0.68,,,,,,,,,,,,,,
313,Terance Mann,0.91,1.31,1.00,0.94,0.81,0.49,,,,,,,,,,,,,,,,,
314,Patrick Patterson,0.91,1.64,1.39,0.55,0.52,0.45,0.39,0.31,0.27,0.14,-0.37,-0.50,,,,,,,,,,,
315,Matthew Dellavedova,0.91,2.17,1.17,0.47,0.45,0.27,0.19,-0.07,-0.26,-0.49,,,,,,,,,,,,,
316,Nikola Vucevic,0.90,1.51,1.26,0.63,0.56,0.55,0.55,-0.03,-0.16,-0.24,-0.58,-0.67,-1.40,-2.01,,,,,,,,,
317,Antawn Jamison,0.90,1.24,1.22,0.74,0.73,0.57,0.37,0.09,-0.07,,,,,,,,,,,,,,
318,Aaron Brooks,0.90,1.71,0.91,0.79,0.56,0.55,0.39,0.18,0.17,-0.31,,,,,,,,,,,,,
319,Nemanja Bjelica,0.90,1.95,0.94,0.68,0.53,0.41,0.09,-0.09,,,,,,,,,,,,,,,
320,Kyle Anderson,0.90,1.86,1.12,0.71,0.64,0.15,0.11,0.10,0.06,0.00,-0.22,,,,,,,,,,,,
321,Ersan Ilyasova,0.89,1.41,1.18,1.13,0.52,0.20,0.16,0.13,0.07,0.01,-0.49,-0.50,-0.67,,,,,,,,,,
322,Eddie House,0.88,1.57,0.82,0.81,0.61,0.61,0.35,,,,,,,,,,,,,,,,
323,Jordan Farmar,0.88,1.79,1.29,0.62,0.41,0.28,0.18,0.14,-0.01,-0.16,,,,,,,,,,,,,
324,Francisco Garcia,0.87,1.13,1.05,0.90,0.70,0.57,0.42,0.36,-0.08,-0.20,,,,,,,,,,,,,
325,Deandre Ayton,0.86,1.73,1.61,0.94,0.19,-0.18,-0.63,,,,,,,,,,,,,,,,
326,Al Harrington,0.85,1.37,1.13,0.86,0.49,0.42,0.28,0.13,-0.12,,,,,,,,,,,,,,
327,Andrew Bogut,0.85,1.30,1.05,0.69,0.64,0.57,0.16,-0.26,-0.27,-0.28,-0.94,-1.00,-1.18,,,,,,,,,,
328,Toney Douglas,0.85,1.71,1.31,0.74,0.37,0.11,-0.21,-0.97,,,,,,,,,,,,,,,
329,Rudy Fernandez,0.85,1.79,1.55,0.49,0.41,,,,,,,,,,,,,,,,,,
330,Tomas Satoransky,0.85,1.58,1.38,0.85,0.28,0.14,-0.15,,,,,,,,,,,,,,,,
331,Terry Rozier,0.84,2.61,1.39,0.40,0.15,-0.33,-0.34,-0.39,-1.21,-1.34,,,,,,,,,,,,,
332,Daniel Gibson,0.84,1.34,0.89,0.77,0.64,0.55,0.36,-0.02,,,,,,,,,,,,,,,
333,Cory Joseph,0.84,1.43,1.01,0.69,0.56,0.51,0.32,0.28,0.27,0.18,-0.07,-0.20,-0.26,-0.39,,,,,,,,,
334,Carlos Delfino,0.84,1.84,0.80,0.58,0.50,0.47,0.02,-0.16,,,,,,,,,,,,,,,
335,Brandon Bass,0.83,0.93,0.88,0.87,0.81,0.67,0.57,0.39,0.34,0.27,-0.12,,,,,,,,,,,,
336,Gary Trent Jr.,0.83,1.38,1.24,1.00,0.29,0.24,,,,,,,,,,,,,,,,,
337,Andrew Wiggins,0.82,1.03,0.94,0.85,0.81,0.50,0.34,0.01,-0.27,-0.28,-1.51,,,,,,,,,,,,
338,Georges Niang,0.82,1.13,1.08,0.68,0.63,0.59,0.21,,,,,,,,,,,,,,,,
339,Thabo Sefolosha,0.82,1.54,0.82,0.72,0.66,0.35,0.33,0.26,-0.05,-0.32,-0.34,-0.44,-0.45,-0.48,-0.75,,,,,,,,
340,Ronnie Brewer,0.81,1.59,1.37,0.85,0.15,0.11,0.09,-0.44,,,,,,,,,,,,,,,
341,Boban Marjanovic,0.80,1.15,1.01,1.01,0.49,0.33,-0.08,,,,,,,,,,,,,,,,
342,James Posey,0.77,1.09,0.99,0.86,0.64,0.27,-0.19,,,,,,,,,,,,,,,,
343,Jordan McLaughlin,0.77,1.22,1.04,1.02,0.57,-0.02,,,,,,,,,,,,,,,,,
344,E'Twaun Moore,0.76,1.48,0.76,0.74,0.66,0.14,-0.03,-0.04,-0.37,-0.45,-0.62,,,,,,,,,,,,
345,James Ennis III,0.75,1.42,0.93,0.56,0.50,0.36,0.23,0.08,,,,,,,,,,,,,,,
346,Carlos Arroyo,0.75,2.18,0.63,0.45,0.30,0.19,,,,,,,,,,,,,,,,,
347,Morris Peterson,0.75,1.99,0.90,0.85,0.16,-0.14,,,,,,,,,,,,,,,,,
348,Mason Plumlee,0.75,1.30,1.03,0.48,0.48,0.45,0.43,0.35,0.35,0.31,0.21,-0.05,,,,,,,,,,,
349,Tyler Herro,0.75,1.39,1.02,0.77,0.38,0.19,,,,,,,,,,,,,,,,,
350,Pablo Prigioni,0.75,1.64,1.51,0.31,0.28,,,,,,,,,,,,,,,,,,
351,Trey Burke,0.75,1.60,0.87,0.77,0.31,0.17,0.06,-0.04,-0.49,-0.81,,,,,,,,,,,,,
352,Keldon Johnson,0.75,1.92,1.34,0.34,0.33,-0.19,,,,,,,,,,,,,,,,,
353,Darius Garland,0.74,2.48,2.47,0.30,-0.50,-1.04,,,,,,,,,,,,,,,,,
354,Robin Lopez,0.74,1.10,0.87,0.70,0.68,0.35,0.17,0.11,0.01,0.00,-0.24,-0.27,-0.29,-0.45,-0.62,-0.79,,,,,,,
355,Corey Kispert,0.74,1.73,1.12,0.85,,,,,,,,,,,,,,,,,,,
356,Cameron Payne,0.74,1.98,0.74,0.62,0.23,0.12,0.06,-0.27,-2.00,,,,,,,,,,,,,,
357,Brad Miller,0.73,1.56,0.93,0.72,0.45,-0.02,-0.12,,,,,,,,,,,,,,,,
358,Dorian Finney-Smith,0.72,1.48,1.34,1.22,-0.13,-0.30,-0.33,-0.47,-0.84,,,,,,,,,,,,,,
359,Brandon Rush,0.72,2.61,0.63,0.41,0.19,-0.22,-0.50,-0.56,,,,,,,,,,,,,,,
360,Allen Crabbe,0.72,1.54,1.35,0.77,0.23,-0.29,-0.67,,,,,,,,,,,,,,,,
361,Josh Richardson,0.72,0.92,0.91,0.73,0.61,0.42,0.28,0.27,-0.31,-0.89,,,,,,,,,,,,,
362,Immanuel Quickley,0.70,1.38,0.95,0.74,0.45,,,,,,,,,,,,,,,,,,
363,Earl Watson,0.69,1.19,0.84,0.71,0.67,0.06,-0.04,-0.32,-0.50,,,,,,,,,,,,,,
364,Chase Budinger,0.69,1.18,0.95,0.90,0.26,0.17,0.16,0.15,,,,,,,,,,,,,,,
365,Andrea Bargnani,0.69,1.23,1.15,0.66,0.33,0.07,-0.08,-0.39,-0.44,-0.52,-0.84,,,,,,,,,,,,
366,Trey Lyles,0.69,1.14,0.73,0.72,0.59,0.26,-0.13,-0.93,-0.94,,,,,,,,,,,,,,
367,Miles Bridges,0.69,2.32,1.22,0.25,0.24,-0.58,,,,,,,,,,,,,,,,,
368,Garrison Mathews,0.69,1.49,1.24,0.53,0.18,,,,,,,,,,,,,,,,,,
369,Ivica Zubac,0.69,1.08,0.98,0.64,0.62,0.12,-0.26,-0.32,-0.39,,,,,,,,,,,,,,
370,Onyeka Okongwu,0.68,1.19,1.14,0.90,0.19,,,,,,,,,,,,,,,,,,
371,Payton Pritchard,0.68,1.60,1.24,0.76,-0.21,,,,,,,,,,,,,,,,,,
372,Skylar Mays,0.68,3.28,0.70,-0.60,,,,,,,,,,,,,,,,,,,
373,Anthony Edwards,0.67,2.67,0.98,0.82,-1.12,,,,,,,,,,,,,,,,,,
374,Omri Casspi,0.67,1.24,0.77,0.72,0.36,0.27,0.02,-0.06,-0.16,-0.25,-0.30,,,,,,,,,,,,
375,Michael Beasley,0.67,0.98,0.78,0.71,0.47,0.39,0.16,-0.04,-0.10,-0.86,-0.95,-0.97,,,,,,,,,,,
376,Justin Holiday,0.67,0.92,0.90,0.85,0.41,0.26,0.20,-0.24,-0.25,-0.32,-0.52,,,,,,,,,,,,
377,Dante Exum,0.67,2.06,0.80,0.38,0.11,-0.03,-0.31,,,,,,,,,,,,,,,,
378,Willie Green,0.66,1.41,1.01,0.67,0.19,0.01,-0.16,-0.37,-0.39,-1.11,,,,,,,,,,,,,
379,Chris Wilcox,0.66,0.87,0.80,0.77,0.74,0.11,-0.15,-0.63,-0.69,,,,,,,,,,,,,,
380,Lance Stephenson,0.66,1.32,0.81,0.70,0.62,-0.17,-0.32,-0.59,-0.85,-1.58,,,,,,,,,,,,,
381,Taurean Prince,0.65,0.81,0.79,0.71,0.65,0.30,-0.41,-0.42,-1.44,,,,,,,,,,,,,,
382,Raul Neto,0.65,0.82,0.79,0.70,0.54,0.40,0.35,0.25,0.24,,,,,,,,,,,,,,
383,Langston Galloway,0.65,1.54,0.74,0.60,0.29,0.08,-0.05,-0.08,,,,,,,,,,,,,,,
384,Jaxson Hayes,0.65,1.28,0.93,0.81,0.33,-0.11,,,,,,,,,,,,,,,,,
385,Chris Andersen,0.64,1.03,0.78,0.56,0.50,0.35,0.24,-0.09,-0.13,,,,,,,,,,,,,,
386,Derrick Favors,0.64,0.87,0.75,0.56,0.50,0.50,0.48,0.15,-0.05,-0.32,-0.39,-0.42,-0.75,,,,,,,,,,
387,Robert Covington,0.63,0.92,0.86,0.66,0.42,0.30,0.23,0.17,0.15,0.10,-0.48,,,,,,,,,,,,
388,Meyers Leonard,0.63,0.89,0.79,0.71,0.47,0.27,-0.26,-0.49,,,,,,,,,,,,,,,
389,Ben McLemore,0.63,1.53,0.91,0.72,0.09,-0.12,-0.41,-0.45,-0.54,,,,,,,,,,,,,,
390,Jason Kapono,0.62,1.41,0.65,0.58,0.32,0.15,,,,,,,,,,,,,,,,,
391,Nic Claxton,0.62,1.44,0.73,0.55,0.39,,,,,,,,,,,,,,,,,,
392,Ish Smith,0.62,1.33,0.88,0.35,0.28,0.25,0.10,0.01,-0.01,-0.44,-0.44,-0.49,-0.68,-0.82,-1.23,,,,,,,,
393,Anfernee Simons,0.62,1.81,1.18,0.69,-0.17,-0.44,,,,,,,,,,,,,,,,,
394,Donte DiVincenzo,0.62,1.14,0.87,0.64,0.63,-0.20,-0.53,,,,,,,,,,,,,,,,
395,Rasual Butler,0.61,0.99,0.56,0.52,0.52,0.48,0.37,0.11,-0.11,-0.65,-0.69,,,,,,,,,,,,
396,Marcus Morris Sr.,0.61,1.78,1.18,0.29,-0.06,-0.14,,,,,,,,,,,,,,,,,
397,Jabari Parker,0.61,1.91,0.35,0.35,0.24,0.19,0.02,,,,,,,,,,,,,,,,
398,Obi Toppin,0.60,1.82,0.88,0.27,0.05,,,,,,,,,,,,,,,,,,
399,Mike Muscala,0.60,0.97,0.56,0.52,0.52,0.45,0.44,0.39,0.23,0.19,-0.82,,,,,,,,,,,,
400,Max Strus,0.60,1.64,0.77,0.48,0.11,,,,,,,,,,,,,,,,,,
401,Bobby Portis,0.60,0.98,0.90,0.68,0.35,0.09,0.01,-0.35,-0.57,-0.71,,,,,,,,,,,,,
402,Shelvin Mack,0.60,1.27,0.72,0.41,0.39,0.21,-0.14,-0.43,-1.13,,,,,,,,,,,,,,
403,Stephon Marbury,0.60,1.43,1.30,0.58,-0.31,,,,,,,,,,,,,,,,,,
404,Michael Finley,0.60,0.91,0.72,0.60,0.45,0.31,,,,,,,,,,,,,,,,,
405,LaMelo Ball,0.60,2.97,0.14,0.13,-0.24,,,,,,,,,,,,,,,,,,
406,Cedi Osman,0.60,0.88,0.74,0.54,0.42,0.40,0.23,-0.94,,,,,,,,,,,,,,,
407,De'Andre Hunter,0.60,1.57,1.55,0.36,0.34,-0.84,,,,,,,,,,,,,,,,,
408,Mike Scott,0.60,0.81,0.70,0.63,0.50,0.35,-0.08,-0.14,-0.45,,,,,,,,,,,,,,
409,Travis Diener,0.60,1.27,1.15,0.55,,,,,,,,,,,,,,,,,,,
410,Shabazz Muhammad,0.59,1.76,0.64,0.54,0.13,-0.10,,,,,,,,,,,,,,,,,
411,Chris Boucher,0.59,1.61,0.46,0.33,0.29,0.27,,,,,,,,,,,,,,,,,
412,DeShawn Stevenson,0.59,1.06,0.81,0.73,0.36,-0.02,-0.42,-0.68,-1.19,,,,,,,,,,,,,,
413,Maurice Evans,0.57,1.20,0.64,0.46,0.35,0.22,0.18,0.01,,,,,,,,,,,,,,,
414,Josh Green,0.57,1.32,1.26,0.51,-0.23,,,,,,,,,,,,,,,,,,
